"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Myanmar","MMR","Cereal production (metric tons)","AG.PRD.CREL.MT","","6936974","7803006","7952501","8664696","8227347","6833424","7957755","8200906","8127052","8305587","8320493","7488512","8739541","8733016","9391721","9500779","9693499","10770027","10705395","13680630","14571071","14838886","15024136","14960176","15066662","14861999","14220309","13647252","14259141","14423776","13452834","15092551","16957677","18408238","18175900","17923400","17126700","17507300","20932038","21785100","22513600","22499700","23945800","25649700","28735200","32013900","32625200","33806400","34007161","34042752","30636485","28341452.42","28622447.27","28794117.6","28634815.68","28109552.27","29010669.43","30021180.27","28682538.82","28521951.02","27812742.87","",
"Middle East & North Africa (excluding high income)","MNA","Cereal production (metric tons)","AG.PRD.CREL.MT","","16687031","23456648","22676291","21495445","23552448","20786181","23555663","28631568","25502066","24978323","25117010","30800751","24177705","27739267","29440413","33015527","24787483","29411721","27889603","31871630","29621108","32076295","29406332","28168845","35891292","38183115","35166826","40246266","36253535","44065206","50216853.6","47721721.94","47770339.12","52363816.65","47707642.67","60579361.18","47505962.07","57271817.46","47234730.08","42576752.03","50287439.19","59012554.54","66850167.45","67179815.33","64732840.01","71292833.44","64059101.31","50128453.8","67481250.86","61938013.91","62751238.31","63187509.01","68864963.52","64661185.04","67053593.98","61769867.54","63462907.35","59392796.75","71580490.18","62500575.56","60746525.07","",
"Montenegro","MNE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14351","2345","3865","4061","3793","6294","4895","7587.8","7614","6658","7019.6","7215.2","7300.5","6910","6683","7013.45","",
"Mongolia","MNG","Cereal production (metric tons)","AG.PRD.CREL.MT","","124400","327400","322200","371000","323200","264000","332100","215700","131600","284800","372900","205000","455400","315800","482400","374100","412600","354300","330300","286800","342700","550600","812800","596700","884000","869400","689210","814273","839200","718338","595000","493900","478822.5","333592.48","262712.91","221409.73","241690.58","195900","170706.49","143309","143412.52","127175.19","166479.53","139798.06","77837.65","138572","114777","212893","391659","355062","446050","479349","387043","525473","219068","483453.4","238101.9","453849.21","433305.44","430317.92","614497.24","",
"Northern Mariana Islands","MNP","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","641800","603000","653000","661000","684000","724000","791624","718758","719867","685874","649343","758000","900000","801000","542000","756000","738000","682000","621940","663000","663000","633000","623000","665000","746000","829000","569000","562000","607000","738050","551080.44","244554.12","765216.14","790926.67","1126331.22","1378290.74","1529972.48","1687210.58","1813596.09","1587548","1507208","1361337","1514953","1327853","1142170","1725608","1438604","1455084","2239000","2802582","2931941","2758683","1459320","1718167","1503910","1503088","1510100","1775517","1848259","1948665","2489000","",
"Mauritania","MRT","Cereal production (metric tons)","AG.PRD.CREL.MT","","91000","93200","94595","95000","104750","95100","96530","99964","114957","88630","55590","43900","29800","55310","51660","44890","29100","39430","37700","47230","59600","61620","47640","51840","107850","126850","151790","174256","183734","103443","105125","106573","168682","206867.73","221643.67","234354.74","153762","189507.46","193940.37","179686.96","124159.18","112767","180350","115017","170771","167333","182406","189537","170503","278473.41","199092.35","343848.35","311756.02","373295","315852.29","308750","375033.3","433867.55","352521.67","410998.1","498836.01","",
"Mauritius","MUS","Cereal production (metric tons)","AG.PRD.CREL.MT","","180","203","147","25","296","457","462","494","1275","1435","1588","1619","1325","2352","1690","2049","1603","1341","1209","891","1208","1385","1340","3540","5025","8145","3905","3807","2415","2284","2130","2000","1816","880","289","438","232","259","201","623","389","295","177","369","475","452","1021","460","112","328","636","1244","1278","1811","1108","767","602","406","516","778","1106","",
"Malawi","MWI","Cereal production (metric tons)","AG.PRD.CREL.MT","","864554","899751","780781","967017","950943","1021611","1342764","1168730","1145565","995286","1362665","1451555","1446611","1441544","1177635","1293919","1526407","1542500","1464500","1251500","1307688","1482700","1404504","1457065","1422875","1363545","1255066","1491655","1587917","1413293","1679752","688786","2137147","1107716","1773119","1943377","1474809","1904024","2635519","2631034","1865675","1710577","2143179","1717993","1302379","2786281","3440138","2845840","3807971","3610283","3924971","3832659","3892310","4246674","3001731","2531749","3711454","2925168","3703148","4028211.5","4893485.52","",
"Malaysia","MYS","Cereal production (metric tons)","AG.PRD.CREL.MT","","1097075","1133343","1205214","1121782","1265608","1236617","1217718","1448255","1607152","1697623","1829005","1852324","1995463","2118257","2011318","2020500","1916000","1509900","2103000","2052604","2027900","1892604","1754325","1593674","1770367","1744215","1656699","1728239","1777444","1919984","1961354","2048732","2142447","2178788","2170271","2273489","2167615","1994240","2093641","2205800","2161995","2267351","2329000","2336000","2389000","2267000","2407075","2385959","2547439","2512432","2635830","2682983","2690153","1894019","2803864","2804473","2643073.52","2708108.65","2413367.87","2424599.27","2492866.65","",
"North America","NAC","Cereal production (metric tons)","AG.PRD.CREL.MT","","180350284","191717030","208934794","189441657","215831388","223108141","238238481","236951862","241210503","215421466","276484211","263584221","274283208","235482331","286391317","302910375","308253477","318498324","338580580","311248682","381751728","386436963","255104812","357543004","395357516","372295916","332129247","242022300","332327366","369216839","333915690.6","402667797.36","310588442.37","402553423.57","326945410","394274223.06","386189061.49","400410244.46","389476964","393721906","368386033.58","333190351.84","397444831.26","439801963.41","417398745.76","386914100","463136160","458430336","468358066.07","447248529.74","433882455.77","408056624","500843851","494532591","485433370.62","562371914.87","497042710.02","498434794.8","482343846.64","498524552.73","499367421.91","",
"Namibia","NAM","Cereal production (metric tons)","AG.PRD.CREL.MT","","35592","37068","37208","39600","43900","46000","48200","51400","52700","52900","55100","56300","58500","59800","63000","63200","67400","68600","71000","73700","75400","78100","83800","87500","62900","81129","69239","83383","96757","97948","114785","31031","74900","116234","70885","89320","157984","121180","73899","120979","121744","87998","97334","127535","129138","186008.3","116183","112580","111738","118357.63","118338.71","165800","86599.74","111718.32","113528.8","74368","137559","152898","70800","174215.92","198771.51","",
"New Caledonia","NCL","Cereal production (metric tons)","AG.PRD.CREL.MT","","1380","1380","1380","1680","1380","1480","1080","1066","1087","1280","1100","1130","1147","1097","1068","736","627","1241","1790","3225","3005","3050","2349","1224","2495","1947","692","999","792","1244","690","808","450","497","1018","1894","1878","2029","2219","4795","4726","3994","6084","5312","6290","3956","5781","4203","2664","3335","2597","4198","4386","4815","7074.58","8782.7","9590.73","10308.7","8951","10124.6","7501.5","",
"Niger","NER","Cereal production (metric tons)","AG.PRD.CREL.MT","","1064534","1269397","1336449","1345929","1070392","1142666","1378187","989433","1424953","1140650","1255710","1162245","803477","1137773","870820","1348600","1507400","1537562","1642628","1775000","1688000","1704213","1721945","1070306","1848576","1834229","1439055","2389287","1839930","2135448","2197164.42","2332800","2267300","1864700","2246328","2089056","1850285","2977968","2843740","2126435","3110006","3324123","3368540","2684260.06","3667114.37","4028571","3847038","4883823","3507975.58","5264113.27","3619099","5334840","4361285.43","4915346.32","5464508.64","5852503.48","5899763.48","6100237.66","5339115.34","5878519.56","3392056.22","",
"Nigeria","NGA","Cereal production (metric tons)","AG.PRD.CREL.MT","","7891000","8324000","8203000","8105000","8413000","6140000","7375000","7408000","8799000","8981000","8328000","5809000","8243000","10285000","8348000","7161000","6957000","6004000","6439000","7788000","8053000","8468000","8828000","10503000","11889000","14661322","15917000","16560000","18007000","17678000","18615000","19597000","20090600","20373200","22512600","21665000","21853000","22040000","22405000","21370000","20090000","21373000","22736000","24321000","26031000","28864000","27171000","30209000","21267630","24650297.14","20699525.8","21427122.03","19617693.18","26311554","25682666.24","30235944.48","30156613.73","30647094.9","29798404.69","29207946.44","29910609.35","",
"Nicaragua","NIC","Cereal production (metric tons)","AG.PRD.CREL.MT","","228822","235838","230178","253631","271200","288100","322000","358400","359483","377739","376284","245162","313877","334885","343959","312921","300313","403198","350011","381765","445682","450643","436724","451171","505722","477546","455113","505590","483941","487787","400558","498180","587701","521084","621528","673859","607607","642120","571751","783484","754945","910681","1002006","798823","963653","894613","864166","783571","914273","969740.12","1009193.66","982568.01","965045.27","838643.21","747920.39","933034.01","909045.22","893458","925610","905198","923917","",
"Netherlands","NLD","Cereal production (metric tons)","AG.PRD.CREL.MT","","1926025","2178426","1947084","2115764","1779071","1623393","1840765","1653767","1617120","1363046","1511483","1318841","1359171","1313654","1092959","1147603","1121220","1360650","1285000","1275159","1274867","1379392","1309118","1407092","1132319","1263482","1105446","1221241","1367961","1388200","1339247","1349658","1466100","1354800","1504900","1659400","1450290","1497400","1367600","1732100","1671600","1655207","1739331","1748400","1705043","1674669","1547600","1963010","1994422","1803153","1609679","1730981","1755536","1700506","1671654","1355219","1392686","1315250","1541910","1364440","1336080","",
"Norway","NOR","Cereal production (metric tons)","AG.PRD.CREL.MT","","636853","475400","598736","630051","613599","503539","623516","820025","641797","825996","864078","810533","912389","1099286","765664","846193","1077885","1125550","1104407","1150900","1133100","1200660","1072450","1407200","1302100","1109110","1285019","1065792","1179600","1567856","1482090","1010010","1383645","1091070","1227030","1345340","1290495","1371430","1221910","1305420","1221040","1143021","1287340","1444570","1298530","1169160","1202380","1386930","1054900","1205800","1026770","1084690","965230","1238100","1357900","1326000","1307300","743100","1296400","1311300","1184300","",
"Nepal","NPL","Cereal production (metric tons)","AG.PRD.CREL.MT","","3167000","3177026","3181578","3280500","3335000","3126325","3165429","3291912","3416913","3555902","3450714","3216502","3708825","3755148","3851585","3733322","3534858","3648730","3193100","3792060","3933530","3221180","4310790","4309680","4373360","3999390","4759120","5306800","5672510","5847090","5519720","4901750","5772620","5374592","6077793","6378420","6350360","6389950","6589948","7115587","7120004","7220775","7366903","7754058","7774590","7663744","7336809","8077057","8122431","7770976","8615383","9457722","8580285","9562680","9266240","8614282.57","9758892.82","10053739","10625158","10935663.78","11118512","",
"Nauru","NRU","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","","",
"New Zealand","NZL","Cereal production (metric tons)","AG.PRD.CREL.MT","","388705","347057","383614","456916","430035","478741","538443","752326","804506","581979","749876","893829","833844","622692","675573","919962","909547","828522","810855","755828","799797","881870","872190","1118316","1183506","1187936","1000380","769347","671430","869904","809022.16","736193","803099","843015","752049","904022","980100","869299.98","872700","855510.63","940392.84","939377","944472","763040","871437","788645","926928","999287","1124280","1001296","999389","1168496","1103220.91","1097943","1114618","1096490","936995.3","977780.71","1016970.58","1018690.79","995720.67","",
"OECD members","OED","Cereal production (metric tons)","AG.PRD.CREL.MT","","354320457","381363474","400748662","388132419","417307509","431022783","459208074","471638285","472997638","434838177","525020984","508774756","527314442","499872607","546111785","556755509","573380743","617099334","620998843","600972994","675719579","684161930","563148152","710713363","733680308","701696498","657293092","575161656","664345457","709416440","681748608.27","724014592.34","644175078.48","738546462.17","657084604.3","768732511.19","772123276.54","788079313.29","759780495.45","782379049.81","753900069.65","729174821.04","741062833.93","873100909.43","810769699.19","771821176.95","824440604.48","873921189.04","874108978.56","834083299.65","829823165.74","810007967.54","912776872.49","930978447.9","913630446.15","969646194.51","922271475.32","880770231.09","890232186.86","900463967.8","924147321.78","",
"Oman","OMN","Cereal production (metric tons)","AG.PRD.CREL.MT","","2900","2900","3000","3100","3100","3400","3550","3700","3700","3900","3900","3950","5000","5000","5000","4000","2600","2375","2250","2459","1209","1991","1991","1991","1101","3689","3969","4350","4700","5140","32918.16","32795.81","32683.59","32811.3","32949.02","32991.73","32964.44","32452.53","33016.76","33162.75","33460.85","33534.35","33304.6","37746.43","32858.07","31176.37","32482.46","30428.95","61769.45","46034.12","58014.77","52463.66","50873","40664.49","78950.34","63202.94","63430.78","64791.26","65655.81","183854.75","130076.72","",
"Other small states","OSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","813509","844874","823259","768293","890145","806533","931680","824356","892523","761410","999618","857792","691000","1103646","848296","889201","927535","976041","864640","965099","996151","922171","843413","1042188","1124582","1007637","1033533","1243839","1126701","1196361","980437.25","1597764.09","2005725.74","1805291.1","1699140.88","2005221.25","1865158.02","1650725.33","1579568.38","1846242.8","1857507.5","1610221.3","1669139.84","1803808.91","2030211.11","2004329.75","1934699.77","2050294.06","2285622.84","2300540.45","2055522.23","2400518.87","2326422.17","2441471.22","2872324.59","1981045.59","2606078.79","2133860.44","2603941.42","2864172.46","2556110.51","",
"Pakistan","PAK","Cereal production (metric tons)","AG.PRD.CREL.MT","","6729680","6941600","7208300","7565300","7866500","7281250","8166500","10791900","11569500","12097337","11336393","11800886","12730806","12515833","13127967","14262949","15115120","14764206","16304600","17073600","18222050","18075950","19100750","17535900","17699400","20866100","18428100","19240300","21017550","20957200","21137950","22123350","23869650","22338150","25036450","25394800","25259600","27985200","27756417","30460700","27048000","27172850","28963500","30311300","33507800","33027900","35812200","35528100","38147050","34811258","39304580","36496350","40109711","41895811","41081682","42555022","44299994.5","39658364","43912063","47226053","52415036","",
"Panama","PAN","Cereal production (metric tons)","AG.PRD.CREL.MT","","182887","181590","186997","209645","235846","224475","239809","246777","252747","187579","190253","169569","216844","237697","250009","208406","265887","226873","242761","243771","271270","256212","290906","262549","301225","293033","304106","297910","327850","344628","324953","325403","328912","342890","352390","355881","236828","322431","306524","339302","418146","437733","501310","381784.7","380591.3","385980","382577","399609","389582","346388","400174","370023","423781","401220","388183","450357","433472","479139","500310","529715","546795","",
"Peru","PER","Cereal production (metric tons)","AG.PRD.CREL.MT","","1070135","1130621","1014480","1203288","1205808","1272463","1396739","1079371","1346787","1517922","1514428","1425225","1397761","1407999","1485525","1628915","1656983","1362552","1480881","1163342","1644864","1754139","1618556","2164950","1829499","1890684","2353946","2368250","2439960","1778458","1729083","1521728","2013066","2405339","2132281","2541198","2593234","2845066","3395445","3554034","3737483","3844443","3920080","3438251","4131905","4063601","4032733","4698251.4","5049848","4868327.25","4616640.67","5223285.28","5249331.88","5009103.09","5469456.57","5283994.69","5140707.27","5654959.86","5284016.85","5403711.47","5616092.54","",
"Philippines","PHL","Cereal production (metric tons)","AG.PRD.CREL.MT","","5176370","5239880","5135570","5305080","5452464","5583972","6179853","6177456","7472275","7595768","7374862","6459350","7421393","8146691","8839298","9327624","10083284","10313167","10834585","10775175","11215910","11670615","10647242","11269139","12727856","13337939","12818171","13399121","13981140","14987250","14332247.29","13750626.86","14235789.18","15062259.56","14673161.82","15439998.41","15604612.06","12385313.93","16372330.55","16901159.42","17480298.91","17590069.12","18115689.95","19910353","19856348","21408902.02","22977304","23744012","23300701","22149369","23655648","25440477.82","25817440.51","26739121.85","25669246.05","24846678.08","27191819.46","26838576.91","26794250.87","27413962.2","28261089.87","",
"Palau","PLW","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Cereal production (metric tons)","AG.PRD.CREL.MT","","1850","1891","1871","1788","1886","1847","1927","1977","2251","2963","4358","3127","2708","2477","3826","2769","3616","4905","3434","3608","4082","3486","3812","2369","2278","2199","2450","2900","3500","4120","4720","5420","6030","6850","7650","8650","9600","9810.89","10550","11300","12600","12804.86","10300","10479.67","11671.73","12250.1","13241.84","14300","15202.12","15919.12","18204.77","15270.72","17364.67","17752.75","18190.15","17943.56","18502.82","18232.2","18235.76","18331.14","18271.37","",
"Poland","POL","Cereal production (metric tons)","AG.PRD.CREL.MT","","16123000","14045000","15178000","14092000","16162000","15795100","16265600","17946200","18574200","16262100","19870600","20402800","21859200","22977400","19557653","20863240","19399014","21536633","17340564","18336070","19720795","21166289","22098776","24392409","23741480","25035598","26059921","24504330","26957819","28013511","27811536","19962168","23417080","21763445","25905314","25297819","25399486","27158723","25750319","22340612","26960313","26877272","23390757","29635147","26927924","21775931","27142811","27664297","29826416","27228098","26767403","28543870","28455154","31945433","28002726","29849223","31924964","26281580","28450920","35031300","33996290","",
"Pre-demographic dividend","PRE","Cereal production (metric tons)","AG.PRD.CREL.MT","","30587971","32274374","31779334","32275508","32676802","30310927","34797575","33985259","37465724","35481396","35005494","34974305","36028596","40366082","39861822","41140790","39643486","39862038","37316020","39037876","41516278","40596305","40700968","38976515","50002989","52815685","49969276","58641911","56728907","54953804","59939758.09","59590994.93","62500595.67","63269374.71","65673852.89","68025663.41","63958034.27","70776948.1","68590903.34","62790780.93","68426600.12","73270986.83","79849718.28","77150110.11","87186218.1","93265606.47","93388690.83","96975826.43","93055479.72","107441649.52","99208655.81","107734393.79","109554486.96","122627743.79","112780108.3","124199336.01","123060643.37","129943418.97","129485220.77","137073228.71","130038354.42","",
"Puerto Rico","PRI","Cereal production (metric tons)","AG.PRD.CREL.MT","","17982","12049","12349","16227","16227","13139","11938","7575","8129","5961","5734","5689","5103","5054","5254","5027","5627","5615","6005","5950","6525","6480","6363","4933","5286","5719","2667","1910","780","540","500","460","428","550","660","750","820","1012","700","450","354.73","265.11","414.63","424.35","454.26","500","484.3","468.6","453.59","265.87","203.88","141.35","84.35","58.87","305.99","149.74","171.53","209.09","176.78","185.8","190.56","",
"Korea, Dem. People's Rep.","PRK","Cereal production (metric tons)","AG.PRD.CREL.MT","","3583000","3725100","4053500","4212100","3707000","4073300","3787800","3662000","4378400","4364500","4499200","4309500","4816500","5068000","5246700","5490600","5798900","5798200","6006100","5752400","6254900","5329000","5481000","5825000","5841000","6232000","6240000","6252000","6466000","6280305","8823709.59","8681000","9137000","7215000","3805000","2614000","2886000","4440000","3852000","2942000","3879704","4211000","4393000","4485000","4645400","4675500","3892500","4680528.17","4437509.74","4514870.92","4694507.75","5195203.79","5199405.86","5223725.87","4481457.55","4975484.59","4844532.35","4236284.17","5702454.88","4662710.34","4481693.78","",
"Portugal","PRT","Cereal production (metric tons)","AG.PRD.CREL.MT","","1483275","1764009","1665281","1537996","1595082","1347319","1790402","1941496","1555225","1676672","1928939","1669134","1529337","1524470","1602626","1628897","1017335","1119802","1134210","1407823","1089103","1291407","1145688","1469416","1379569","1656348","1719077","1465352","1833280","1427010","1789423","1387311","1478937","1630319","1394255","1607468","1509650","1398328","1655612","1614404","1303355","1502831","1191546","1374973","823081.62","1197572","1066037","1311584","1118225","1019204","1157421","1178144","1362407","1333258","1240203","1138085","1125906","1114440","1161140","1053530","1125650","",
"Paraguay","PRY","Cereal production (metric tons)","AG.PRD.CREL.MT","","139700","150800","147800","236680","242600","188660","272370","238802","217533","303018","338000","271475","316539","374822","382564","446457","506601","459540","463665","484479","467375","556650","447531","448828","570883","572018","679330","895295","843403","779265","689192","778097","951831.8","931695","1130558.04","1296764.45","1560599.2","1204788.79","1147634.48","1013677","1628020","1548965","1908170","1979103","1749200","2423773.29","2963942.5","3442536","3166135","4975564","5367547","5160750","6272395","4931500","7090736","7262200","7207780","7069529","8112030","8433186","6304401","",
"West Bank and Gaza","PSE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32334","65775","51502","42863","52522","13966","67842","40182","77439","68061","62406","68377.98","55399.91","55347.08","42146.75","40405.42","26979.89","24651.39","35904.55","59055.3","59111.97","50142.56","57726.61","55234.52","55912.1","55405.91","55530.94","55712.54","",
"Pacific island small states","PSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","23550","23265","22807","19034","15406","15431","17751","24652","21735","23921","21453","19836","19132","19540","25080","26197","25344","25363","30741","33802","32974","32530","28082","32020","35910","33419","24993","34251","33282","30102","32855.5","26782.38","26162.84","22945.1","23228.89","22883.28","21325.16","8580.39","22175.56","19593.33","17877.05","16691.26","19409.88","17857.17","19891.26","17878.57","18973","16046.42","15667.87","12277.75","11984.41","8663.25","11688.02","11766.68","11312.62","13445.84","14000.31","12228.26","11954.66","14513.53","15776.86","",
"Post-demographic dividend","PST","Cereal production (metric tons)","AG.PRD.CREL.MT","","317110594","344102156","358784212","348254548","374327481","387592589","414199249","423534892","424602517","389435777","470909367","457785804","477193397","445855781","489488152","497911580","512790112","553184475","563361955","537860446","607274142","619075996","494816848","637856794","653834655","625439804","576867158","498008176","592981119","624372318","599289810.99","690275413.16","610050222.25","698770358.63","611088556","708126345.3","726551271.99","725979804.09","703359928.38","723987113.04","707037330.49","684387389.45","681311997.97","820583559.5","756451515.74","718634409.11","763374949.48","838026300.15","829191154","782279238.45","799392063.88","764077826.26","881112207.13","897972898.23","874103024.49","933725992.2","880711859.59","857715139.5","870415516.42","859724590.16","912446159.52","",
"French Polynesia","PYF","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","161","218","207","236","261","446","370","465","530","640","735","1368","871","1127","1539","1977","3020","3224","3297","3135","3749","3872","5368","3940","4256","5195","5768","5750","7102","7215","6584","6466.77","7083","5490","7094","6740","5002","3150","2219.6","2665","1700","1908","2259","2455","1800.5","1377.3","1374","2308","1011","1503.3","3305","",
"Romania","ROU","Cereal production (metric tons)","AG.PRD.CREL.MT","","10612300","9677400","10436000","11106700","12601312","13899300","13511667","12770349","12823540","10631666","14529700","16912500","13810300","13550200","15265815","19791000","18614036","18313459","18586967","19366677","16372668","19954166","17665584","20044700","19502800","19725200","16889500","19286400","18379030","17173554","19306621","12288452","15493054","18183777","19882827","14199688","22107324","15452719","17037346","10477506","18870926","14356504","12964404","24399681","19347775.46","15759324","7814825","16826441","14872952","16712883","20842160","12824138","20897076","22070736","19332821","21764816","27138884","31552790","30411970","18153430","27791090","",
"Russian Federation","RUS","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103793990","96225194","78650928.09","61901840","67441814","86710503","46853327","53778631","64242691","83303483","84730327","65335462","75986000","76192100","76494549","80207513","106417890","95615475.7","59619073.91","91780914.78","68753478.66","90364970.67","103135895.46","102444492.24","117753222.78","131294828.27","109839021.57","117878703.7","130039197.24","117574453.81","",
"Rwanda","RWA","Cereal production (metric tons)","AG.PRD.CREL.MT","","133290","241286","138927","171009","177702","195570","202304","167606","170692","224801","202435","200886","204248","191488","219392","234042","251013","268321","254496","272570","286273","315917","310385","296475","336601","297331","292285","291592","261500","264908","340704.78","239687.4","233498.11","130072.51","142395.7","183428.88","223433","194226","179004","239705","284708.4","308447","297669","318944","413314","370523","356306.06","403985.89","554209.48","673905.81","771584.14","815512.47","931661.8","809147.93","613825.25","663617.71","634887.48","711300.7","733187.18","753527.24","811567.28","",
"South Asia","SAS","Cereal production (metric tons)","AG.PRD.CREL.MT","","116542307","115643722","121364901","125333492","111443820","109623410","128794966","139109563","145038515","151750391","147983606","144381020","159868749","146310232","169945443","163603649","182498369","187826396","171949768","189455094","197653453","185821012","219474770","215643920","218001227","219973953","209317040","238479827","259019537","253875462","253336822.8","261955633.04","272154453.63","271977998.14","275072671.6","285647202.5","290637379.82","299604145.05","313256346.96","316953268.46","320112385.32","287090514.84","320532456.82","312052249","331338919","333740735","357646304","367521029","357234494.53","372854929.77","397312058.94","402646922.49","409485881.19","413343229.93","402754601.87","410333457.07","431638207.52","438539345.23","449204673.68","471794897.74","492399203.64","",
"Saudi Arabia","SAU","Cereal production (metric tons)","AG.PRD.CREL.MT","","360800","360320","393748","397300","419300","424450","424174","431700","430000","433000","314678","109952","113102","300236","289186","282106","294271","301519","349887","266238","294042","488520","874586","1443643","2187821","2460924","2929420","3692086","3931967","4136772","4574269","4702572","5042521","4859501","2668863","1931516","2338534","2201566","2454119","2167394","2591615","2852747","2948817","3189319","3006637","3042777","2960073","2431704","1585994","1565155","1414016","1084597","881553","1568940","1616813","1507153","1493955","1498372","1293633","1181780","1187241.77","",
"Sudan","SDN","Cereal production (metric tons)","AG.PRD.CREL.MT","","1682841","1615349","1792560","1558402","1417047","1184372","2446538","1239410","2001005","2137398","2216000","1796000","2171000","2482200","2857184","3365000","2927000","3272000","1986000","2701000","4105000","2286000","2524500","1448000","4112900","3798600","1699200","5132200","2063500","1729000","4637100","5381200","3101500","5145650","3305200","5202000","4209000","5583000","3066000","3259000","5339000","3714000","6372748","3516000","6243000","5806000","6691000","5269000","5552195","3562350","5598000","3026000","5947000","8063900","4088600","8509000","5503957.59","8860000","5630000","4196079.29","5678363.99","",
"Senegal","SEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","528113","537800","620300","686000","723168","595250","855300","537200","843910","533538","733603","383900","611468","959176","789550","730300","542029","1007066","664187","675935","1209357","781530","523134","709278","1248822","887042","1053882","866900","1066787","977080","1021134","973178","1185204","1066462","1186701","976079","801217","730335","1255629","1025921","1022611","785396","1451891","1053583","1432831","988315","772239","1739656","1831567","1767822.21","1099275","1499756.65","1270937","1251248","2152246","2247093","2516465","2889218.28","2768798.88","3640544.67","3535752.94","",
"Singapore","SGP","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Cereal production (metric tons)","AG.PRD.CREL.MT","","200","220","240","260","280","305","152","2032","1422","1930","2997","1321","1219","1220","1237","3829","6269","7658","10224","14256","13866","10538","9481","7137","5954","6500","0","0","0","925","2588.55","2596.19","2603.83","2611.47","2619.1","2570.13","1932.1","1300","3240","4524","2083","2267","1947","2500","3000","3250","2800","2800","2500","2617.28","2777.46","2750.89","2758.53","2748.21","2738.1","2739.92","2746.61","2746.45","2737.36","2742.52","2747.68","",
"Sierra Leone","SLE","Cereal production (metric tons)","AG.PRD.CREL.MT","","297619","348855","364887","406627","433450","465000","496450","453550","532110","473923","487650","502800","503200","543450","595650","613350","634900","654900","533000","551100","542100","567650","514350","561237","488150","577406","517225","547000","574100","563100","559700","534215","542425","466400","407600","444300","466800","373010","279832","222472","334600","466479","496093","614202.16","824691","1158933","656252","758302.42","976872.86","1144650.03","1257898.55","1258510.8","1374083.92","1304449.47","987059.65","984599","1025500.63","1038757.54","1084082.39","1170341.52","2094832.49","",
"El Salvador","SLV","Cereal production (metric tons)","AG.PRD.CREL.MT","","278612","327834","319014","312431","343492","431021","394787","461375","442718","554495","588446","418234","599157","515945","674765","534493","563638","719568","741322","729969","685762","573620","609505","731047","696878","631450","646518","806559","801743","824923","728608","991700","909194","727310","899378","867270","773383","783085","856578","778822","759720","814224","791458","822195","894975","937085","860076","1037707","989851","968601","923938","1090739","1043725","1001957","854471","1072962","1030124.36","817563.23","921410","911983.75","1015000","",
"San Marino","SMR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
